Date,Ticker,Close,High,Low,Open,Volume
2024-08-16,HDFCBANK.NS,1614.3404541015625,1616.3681955424247,1593.4700756453008,1610.7796512652837,13924623
2024-08-16,INFY.NS,1812.5196533203125,1815.3472449089315,1783.805262567244,1803.7932417323866,7335657
2024-08-16,RELIANCE.NS,1473.199951171875,1475.392582683191,1453.1182057182932,1463.682326968092,9416902
2024-08-16,TCS.NS,4341.3779296875,4352.142965943431,4251.966109558593,4276.444974441816,3457058
2024-08-19,HDFCBANK.NS,1613.7965087890625,1619.8301081330453,1606.0318311437713,1619.8301081330453,9751082
2024-08-19,INFY.NS,1818.2236328125,1820.9049470871198,1803.0131729829857,1813.5434730155098,2585989
2024-08-19,RELIANCE.NS,1488.4000244140625,1498.300048828125,1480.5,1482.5,13797742
2024-08-19,TCS.NS,4414.07763671875,4418.255772566424,4316.112735730609,4346.244372368284,2055210
2024-08-20,HDFCBANK.NS,1619.8795166015625,1628.089249449055,1609.7410507407772,1609.7410507407772,15567247
2024-08-20,INFY.NS,1825.438720703125,1838.6015363062697,1821.538627191082,1833.043950660172,3870333
2024-08-20,RELIANCE.NS,1495.949951171875,1503.925048828125,1490.0250244140625,1497.2249755859375,8411808
2024-08-20,TCS.NS,4446.81396484375,4487.809038984132,4423.908143576909,4428.823597069772,2212298
2024-08-21,HDFCBANK.NS,1608.109130859375,1616.7639189467304,1600.196181750936,1610.3840312828386,23815452
2024-08-21,INFY.NS,1825.9261474609375,1832.0688420652468,1820.4660406023306,1828.2662272635982,1966902
2024-08-21,RELIANCE.NS,1498.675048828125,1507.875,1490.0,1493.25,7769996
2024-08-21,TCS.NS,4474.53759765625,4482.893869122817,4416.584205298795,4441.60405717037,1896990
2024-08-22,HDFCBANK.NS,1613.54931640625,1620.4731470178888,1610.2851765353823,1614.2416511706044,10650319
2024-08-22,INFY.NS,1833.2877197265625,1846.3530568904166,1823.001175405798,1836.9440574204725,4300287
2024-08-22,RELIANCE.NS,1498.125,1506.5,1490.6500244140625,1503.0,10445782
2024-08-22,TCS.NS,4425.87451171875,4483.827902854787,4421.155868176405,4482.893774641826,1829872
2024-08-23,HDFCBANK.NS,1607.3673095703125,1616.2198731859971,1605.3395680421502,1616.2198731859971,10166711
2024-08-23,INFY.NS,1815.5909423828125,1835.5789209053598,1810.6183471400204,1831.2887943938006,5015935
2024-08-23,RELIANCE.NS,1499.9749755859375,1511.324951171875,1498.425048828125,1503.75,9249654
2024-08-23,TCS.NS,4388.41845703125,4429.806671292171,4379.669045851447,4423.908127122674,1809253
2024-08-26,HDFCBANK.NS,1622.1051025390625,1630.0180518403747,1614.4394329034162,1614.4394329034162,11182133
2024-08-26,INFY.NS,1829.2901611328125,1841.575432070603,1817.4436031129605,1823.2937434663284,3728589
2024-08-26,RELIANCE.NS,1512.5999755859375,1523.0,1503.0,1506.9749755859375,8816114
2024-08-26,TCS.NS,4426.3173828125,4475.176707760089,4409.162256271487,4413.094619487783,1844164
2024-08-27,HDFCBANK.NS,1619.9290771484375,1629.4740963171337,1614.4394203166419,1625.5176216973236,17886622
2024-08-27,INFY.NS,1852.641845703125,1855.2256813879358,1827.0962815117323,1829.2900840518048,3830679
2024-08-27,RELIANCE.NS,1500.449951171875,1513.4749755859375,1499.449951171875,1510.5,6251156
2024-08-27,TCS.NS,4421.1064453125,4433.739257383393,4410.931360102684,4428.823803661238,930697
2024-08-28,HDFCBANK.NS,1619.2861328125,1621.9073214077598,1612.4611899156803,1619.9290840893786,13460594
2024-08-28,INFY.NS,1890.6678466796875,1902.2706489166237,1850.009418604078,1859.2721408822472,6514531
2024-08-28,RELIANCE.NS,1498.300048828125,1507.4749755859375,1493.0,1505.0,9610286
2024-08-28,TCS.NS,4429.85595703125,4485.351622818282,4381.930282157301,4422.679586444656,1848058
2024-08-29,HDFCBANK.NS,1620.7203369140625,1626.5066565991772,1613.4008350959098,1624.1327478011253,24526302
2024-08-29,INFY.NS,1885.0614013671875,1901.7830759029405,1872.9224080657316,1884.7201669932756,7228284
2024-08-29,RELIANCE.NS,1520.925048828125,1537.0,1494.0,1503.0999755859375,38335358
2024-08-29,TCS.NS,4435.5087890625,4478.961593547129,4384.584878669929,4384.584878669929,2133641
2024-08-30,HDFCBANK.NS,1619.08837890625,1643.915233433648,1603.5097598168518,1637.9805213995915,222671050
2024-08-30,INFY.NS,1895.15283203125,1901.295526726158,1879.8450130912988,1889.5952465616892,13466759
2024-08-30,RELIANCE.NS,1509.625,1539.7249755859375,1503.324951171875,1534.0,41620730
2024-08-30,TCS.NS,4476.7490234375,4514.5980132595905,4411.91400340769,4423.9079012832835,3637222
2024-09-02,HDFCBANK.NS,1609.2464599609375,1628.8805607888028,1605.5372652063559,1628.8805607888028,17024840
2024-09-02,INFY.NS,1915.4334716796875,1926.4024849433151,1894.2755114819659,1894.8117029397854,5573739
2024-09-02,RELIANCE.NS,1516.25,1526.800048828125,1506.625,1510.875,11240852
2024-09-02,TCS.NS,4444.60205078125,4510.42016565307,4435.705271888983,4498.623077164004,1216500
2024-09-03,HDFCBANK.NS,1619.5333251953125,1622.1050094222066,1606.922062970295,1616.2198020140054,18641430
2024-09-03,INFY.NS,1892.76416015625,1917.8710125060368,1888.0840002650073,1917.8710125060368,4694322
2024-09-03,RELIANCE.NS,1509.125,1523.0,1507.5,1521.25,10923800
2024-09-03,TCS.NS,4436.04931640625,4478.862723418696,4419.877282744973,4444.601917289093,1717263
2024-09-04,HDFCBANK.NS,1623.93505859375,1626.902414563351,1614.2416474629108,1621.1654780586464,12341372
2024-09-04,INFY.NS,1874.43359375,1879.0649546678148,1852.5931659020603,1873.1173360302705,4778310
2024-09-04,RELIANCE.NS,1514.550048828125,1517.5,1499.5,1500.699951171875,11983304
2024-09-04,TCS.NS,4403.5087890625,4411.127741591436,4361.678473961914,4401.247872579934,1265505
2024-09-05,HDFCBANK.NS,1627.545166015625,1631.9468162685419,1624.1327551131992,1628.0892295470924,11438159
2024-09-05,INFY.NS,1884.866455078125,1891.5453413709522,1861.9046070627135,1878.1387700081425,4081810
2024-09-05,RELIANCE.NS,1492.9749755859375,1525.7750244140625,1487.050048828125,1519.050048828125,16264168
2024-09-05,TCS.NS,4400.26513671875,4422.925185992935,4378.833470829995,4405.229552886051,1688793
2024-09-06,HDFCBANK.NS,1619.1376953125,1629.8202248280263,1616.3187313615201,1620.473102058456,13014801
2024-09-06,INFY.NS,1854.34814453125,1888.1327275977371,1849.473027754597,1873.994888945443,5848106
2024-09-06,RELIANCE.NS,1464.824951171875,1497.0,1461.625,1492.5,19394228
2024-09-06,TCS.NS,4381.3896484375,4442.5380843769135,4364.922878569025,4398.299001148173,1649179
2024-09-09,HDFCBANK.NS,1628.5838623046875,1630.5620996108578,1612.3622922456864,1620.1763537534637,11896457
2024-09-09,INFY.NS,1847.3280029296875,1872.8735669396758,1841.8190972305667,1842.7941205747861,4772612
2024-09-09,RELIANCE.NS,1462.449951171875,1469.925048828125,1455.5999755859375,1466.5,9010298
2024-09-09,TCS.NS,4374.3115234375,4414.323511430997,4355.583835509166,4379.669560364144,1184938
2024-09-10,HDFCBANK.NS,1632.3919677734375,1636.0022750560352,1620.1763763856018,1636.0022750560352,13303323
2024-09-10,INFY.NS,1864.5372314453125,1886.670214257235,1848.644302962128,1857.3220347286262,6909600
2024-09-10,RELIANCE.NS,1461.5250244140625,1472.050048828125,1457.574951171875,1460.5,10768260
2024-09-10,TCS.NS,4431.62548828125,4463.182795615785,4365.365271401029,4367.33145279228,1385591
2024-09-11,HDFCBANK.NS,1626.01220703125,1634.5186034514882,1621.3632768334044,1632.441478391271,11113342
2024-09-11,INFY.NS,1862.4407958984375,1877.894891528596,1857.4194020571003,1866.877080537755,5312946
2024-09-11,RELIANCE.NS,1451.5,1468.75,1447.550048828125,1463.050048828125,9760202
2024-09-11,TCS.NS,4403.60791015625,4472.42426676839,4395.644778600455,4444.99612920937,1325919
2024-09-12,HDFCBANK.NS,1648.465087890625,1651.8281153877226,1629.1278910808494,1636.0022172762235,16212023
2024-09-12,INFY.NS,1901.7342529296875,1907.5357132980039,1863.074672166222,1876.9199561824864,8555092
2024-09-12,RELIANCE.NS,1479.800048828125,1486.0,1445.875,1457.0,22349376
2024-09-12,TCS.NS,4441.3095703125,4455.957527462176,4356.370139812065,4433.985351725256,2742216
2024-09-13,HDFCBANK.NS,1647.8221435546875,1655.7845968722977,1639.019084286797,1655.7845968722977,11930266
2024-09-13,INFY.NS,1895.54296875,1909.6808080545816,1887.3040686258946,1901.7343435377243,3843127
2024-09-13,RELIANCE.NS,1472.625,1483.1500244140625,1469.5,1476.4000244140625,8711328
2024-09-13,TCS.NS,4446.1259765625,4470.113292994115,4428.823484701669,4453.400751542411,1458786
2024-09-16,HDFCBANK.NS,1652.7677001953125,1659.5432592965851,1645.9428783505564,1648.8607299658063,7586410
2024-09-16,INFY.NS,1901.5394287109375,1903.2457196993976,1884.7690734614962,1897.1518233120405,1570181
2024-09-16,RELIANCE.NS,1471.3499755859375,1480.9000244140625,1464.75,1477.550048828125,5481774
2024-09-16,TCS.NS,4436.93408203125,4469.179264837861,4418.452168963395,4450.4515790960995,1155120
2024-09-17,HDFCBANK.NS,1650.6412353515625,1659.741078546187,1646.0418095254229,1659.741078546187,10063561
2024-09-17,INFY.NS,1903.7818603515625,1909.534402810906,1893.6415938633418,1899.1017007350288,2793127
2024-09-17,RELIANCE.NS,1472.300048828125,1477.4749755859375,1466.625,1474.0,5935328
2024-09-17,TCS.NS,4429.46240234375,4459.102490180248,4390.482953097841,4436.933987476228,1699364
2024-09-18,HDFCBANK.NS,1676.3582763671875,1680.413638538756,1652.9160927553091,1653.6579317162796,20458671
2024-09-18,INFY.NS,1844.8905029296875,1890.3265684033404,1834.3115231145357,1890.3265684033404,6385468
2024-09-18,RELIANCE.NS,1463.449951171875,1482.0,1460.550048828125,1470.0,8574714
2024-09-18,TCS.NS,4272.65966796875,4421.007962696659,4247.935032184893,4421.007962696659,2961779
2024-09-19,HDFCBANK.NS,1689.9091796875,1700.2949253045435,1680.6609446435846,1680.710328129882,15325888
2024-09-19,INFY.NS,1846.88916015625,1876.8224480606875,1831.873895960651,1862.8795667117413,7976570
2024-09-19,RELIANCE.NS,1469.675048828125,1476.5,1455.550048828125,1466.25,16955902
2024-09-19,TCS.NS,4223.50537109375,4347.424252297365,4209.397922353699,4315.8174996062235,2927551
2024-09-20,HDFCBANK.NS,1722.2532958984375,1725.962490730009,1688.9695508700852,1697.8221142379614,30311693
2024-09-20,INFY.NS,1858.15087890625,1867.1698455230062,1820.7587546291713,1857.4196113427292,15242974
2024-09-20,RELIANCE.NS,1485.925048828125,1495.0,1471.375,1474.0,30897320
2024-09-20,TCS.NS,4212.44482421875,4257.470661802116,4156.015519672725,4243.903723480614,5447908
2024-09-23,HDFCBANK.NS,1740.6510009765625,1747.1296555117192,1721.313683600945,1729.968471551819,13482675
2024-09-23,INFY.NS,1849.0830078125,1870.9723537088278,1831.5325872912213,1861.3195986178432,3636672
2024-09-23,RELIANCE.NS,1493.375,1501.5,1488.949951171875,1491.0,8832314
2024-09-23,TCS.NS,4196.32275390625,4236.531068498641,4181.084847689653,4227.290111701271,1702319
2024-09-24,HDFCBANK.NS,1748.811279296875,1762.263268802836,1735.1613936154893,1745.7944191143442,16519518
2024-09-24,INFY.NS,1851.1793212890625,1863.172156185441,1824.6587335944862,1840.8440975119734,7277616
2024-09-24,RELIANCE.NS,1489.375,1500.5,1487.875,1488.5,17137444
2024-09-24,TCS.NS,4199.07470703125,4218.441783949969,4168.3041631199885,4179.757072657581,3012026
2024-09-25,HDFCBANK.NS,1759.740966796875,1768.5441469339328,1740.9972166684056,1740.9972166684056,15982656
2024-09-25,INFY.NS,1847.9617919921875,1854.1043676482084,1829.9238601233028,1839.235261648182,4268341
2024-09-25,RELIANCE.NS,1493.949951171875,1496.5,1480.199951171875,1483.9000244140625,7069002
2024-09-25,TCS.NS,4202.46728515625,4217.066279151633,4168.3048807678815,4180.4461478288495,2713073
2024-09-26,HDFCBANK.NS,1764.0435791015625,1768.5441171820273,1748.81124873511,1753.7568419039637,15949822
2024-09-26,INFY.NS,1852.7882080078125,1870.0460745062019,1845.7192883877328,1850.399448296488,8952803
2024-09-26,RELIANCE.NS,1497.949951171875,1504.0,1488.050048828125,1490.6500244140625,18818998
2024-09-26,TCS.NS,4219.9169921875,4243.805905107155,4187.96654320763,4187.96654320763,3964251
2024-09-27,HDFCBANK.NS,1733.578857421875,1758.8507669411922,1730.9576688035675,1757.6638728365367,17806751
2024-09-27,INFY.NS,1859.1258544921875,1925.2811678990213,1855.7620713951017,1883.8426736989857,14908931
2024-09-27,RELIANCE.NS,1526.175048828125,1533.4749755859375,1492.0,1499.0,20597478
2024-09-27,TCS.NS,4235.84326171875,4303.971257963029,4227.339142801401,4261.698356160286,3012477
2024-09-30,HDFCBANK.NS,1713.2030029296875,1732.3918081113518,1705.6362211224732,1729.7707402872122,13191767
2024-09-30,INFY.NS,1828.75390625,1853.7632808251788,1823.7813106027597,1833.044033110499,6986955
2024-09-30,RELIANCE.NS,1476.574951171875,1524.9749755859375,1474.4000244140625,1519.4000244140625,27008814
2024-09-30,TCS.NS,4196.32275390625,4226.061248296706,4188.015445281488,4214.411527216484,2503416
2024-10-01,HDFCBANK.NS,1707.41650390625,1723.0446263108133,1701.3829045067225,1705.2404912513446,12286142
2024-10-01,INFY.NS,1856.7857666015625,1861.2708503856265,1828.1688539454187,1828.1688539454187,4029072
2024-10-01,RELIANCE.NS,1464.824951171875,1487.949951171875,1462.824951171875,1480.6500244140625,16431642
2024-10-01,TCS.NS,4215.39453125,4223.111889276909,4171.204892145493,4183.591450988956,1823365
2024-10-03,HDFCBANK.NS,1663.697509765625,1707.3671207488399,1655.141609600888,1696.9813752954872,24236699
2024-10-03,INFY.NS,1846.1092529296875,1864.0983863063177,1834.0189394659815,1842.3066380228454,7503887
2024-10-03,RELIANCE.NS,1406.9749755859375,1449.4000244140625,1402.074951171875,1436.574951171875,37757294
2024-10-03,TCS.NS,4161.17724609375,4206.645191904827,4138.811932208301,4190.522600097852,3350119
2024-10-04,HDFCBANK.NS,1639.612548828125,1672.2534641687764,1635.0131229726287,1656.2791738763865,24341616
2024-10-04,INFY.NS,1870.2410888671875,1905.2931311832979,1838.8940639202572,1842.355444469921,10001483
2024-10-04,RELIANCE.NS,1386.5250244140625,1417.3499755859375,1381.7750244140625,1403.925048828125,37072876
2024-10-04,TCS.NS,4180.34716796875,4225.323564684505,4152.62381995046,4153.557948067016,2965463
2024-10-07,HDFCBANK.NS,1600.1961669921875,1640.9478062279852,1595.4483492741049,1634.2217512510383,47229148
2024-10-07,INFY.NS,1885.9876708984375,1893.4953029152355,1868.1934951630085,1875.164816740863,6112575
2024-10-07,RELIANCE.NS,1370.7249755859375,1396.5,1361.375,1393.5,22181340
2024-10-07,TCS.NS,4200.59912109375,4224.586437755327,4157.883638905139,4201.631174301058,1472619
2024-10-08,HDFCBANK.NS,1633.0843505859375,1638.7717826674386,1604.350406294763,1612.263355277721,14867203
2024-10-08,INFY.NS,1899.8818359375,1909.0469604018253,1858.7357782951613,1889.4978132388082,5637391
2024-10-08,RELIANCE.NS,1397.3499755859375,1401.0,1365.0999755859375,1372.9749755859375,17020808
2024-10-08,TCS.NS,4181.33056640625,4207.038292492998,4132.864386365645,4200.353467668349,1541867
2024-10-09,HDFCBANK.NS,1615.379150390625,1638.722326425496,1610.9774999447513,1631.5512161997017,20562821
2024-10-09,INFY.NS,1903.976806640625,1927.6211223804971,1896.5178543658283,1903.7818495832903,4857163
2024-10-09,RELIANCE.NS,1374.5999755859375,1400.9749755859375,1372.5,1397.5250244140625,14310610
2024-10-09,TCS.NS,4181.0361328125,4222.3749081806955,4174.891815425741,4187.9667308148455,1082504
2024-10-10,HDFCBANK.NS,1644.310791015625,1647.3275303118398,1614.7361206152186,1621.165391539567,10877383
2024-10-10,INFY.NS,1871.0699462890625,1914.9460002666592,1866.2923077183304,1908.9983811984232,4782119
2024-10-10,RELIANCE.NS,1371.050048828125,1386.0,1369.425048828125,1380.0250244140625,22358646
2024-10-10,TCS.NS,4155.9169921875,4221.243552771533,4127.604175695712,4181.32997950383,2378875
2024-10-11,HDFCBANK.NS,1633.034912109375,1646.3385098258125,1625.369242473489,1646.3385098258125,11836297
2024-10-11,INFY.NS,1886.7677001953125,1898.3705021069761,1862.3921159361064,1870.094824366297,4709431
2024-10-11,RELIANCE.NS,1372.0999755859375,1383.2750244140625,1368.824951171875,1370.0,7980122
2024-10-11,TCS.NS,4079.040283203125,4170.221949176848,4042.9116985720275,4072.944928615996,5759183
2024-10-14,HDFCBANK.NS,1669.731201171875,1673.6382923600645,1636.0022787037162,1638.0300202721965,9263754
2024-10-14,INFY.NS,1909.9732666015625,1920.3084903207136,1882.8675698277727,1883.8913919551653,3751378
2024-10-14,RELIANCE.NS,1372.5250244140625,1380.074951171875,1368.25,1379.449951171875,12221432
2024-10-14,TCS.NS,4066.7021484375,4094.966006759505,4052.4967754870404,4069.99559836867,2137590
2024-10-15,HDFCBANK.NS,1665.774658203125,1679.5234312884604,1657.2682621459455,1675.5669567742357,9825565
2024-10-15,INFY.NS,1910.3634033203125,1941.71031054596,1903.001929010567,1911.0458720946388,5353705
2024-10-15,RELIANCE.NS,1344.0250244140625,1371.699951171875,1340.699951171875,1358.5250244140625,33762794
2024-10-15,TCS.NS,4047.18798828125,4099.439647996407,4025.756800984343,4061.197032094199,2759474
2024-10-16,HDFCBANK.NS,1681.303955078125,1689.3651756043241,1661.8182449322444,1661.8182449322444,10235341
2024-10-16,INFY.NS,1872.1424560546875,1910.6072016149433,1868.4861182079758,1906.170797419034,3111512
2024-10-16,RELIANCE.NS,1354.074951171875,1364.0,1337.625,1340.0,20034438
2024-10-16,TCS.NS,4025.707275390625,4045.41829222887,3998.4265080493487,4015.925570778842,2359151
2024-10-17,HDFCBANK.NS,1654.94384765625,1679.1772539114825,1647.080282160871,1676.5065611850819,7347866
2024-10-17,INFY.NS,1918.9434814453125,1928.596236666682,1881.9413919550382,1886.8651885882837,8162822
2024-10-17,RELIANCE.NS,1356.425048828125,1368.449951171875,1352.050048828125,1365.699951171875,15543660
2024-10-17,TCS.NS,4039.52001953125,4060.1159634051687,4023.741364492149,4043.2555724895037,2522659
2024-10-18,HDFCBANK.NS,1663.5491943359375,1672.5996542242308,1636.1011515182424,1645.0032194591165,12404862
2024-10-18,INFY.NS,1832.6539306640625,1888.474019455993,1822.5624624334712,1846.4993341440768,10526196
2024-10-18,RELIANCE.NS,1359.300048828125,1368.425048828125,1341.324951171875,1352.175048828125,12082452
2024-10-18,TCS.NS,4063.220458984375,4085.985352412221,4020.7953476110742,4030.6502381689447,2361000
2024-10-21,HDFCBANK.NS,1709.8892822265625,1729.1277115171938,1692.4314354617347,1696.3384056502448,23274177
2024-10-21,INFY.NS,1806.474609375,1851.3744846784607,1792.0930141849954,1843.86673306473,4654601
2024-10-21,RELIANCE.NS,1369.199951171875,1374.0,1357.7249755859375,1367.125,14067408
2024-10-21,TCS.NS,4020.647705078125,4079.875694816127,4010.940541435238,4072.63225386454,1595450
2024-10-22,HDFCBANK.NS,1695.8934326171875,1721.066454006858,1692.0852292144161,1711.2247717189728,19437640
2024-10-22,INFY.NS,1805.3531494140625,1830.8988317246783,1800.8192671870856,1811.7882795000614,4125240
2024-10-22,RELIANCE.NS,1343.3499755859375,1376.0,1340.2249755859375,1369.199951171875,15831960
2024-10-22,TCS.NS,3957.231201171875,4030.453084242788,3948.214072783788,4006.998397202053,1928049
2024-10-23,HDFCBANK.NS,1716.9122314453125,1727.4957528913812,1686.4968324178806,1686.4968324178806,19018045
2024-10-23,INFY.NS,1826.60888671875,1838.894157924995,1797.9431745565698,1799.1619538234872,4311910
2024-10-23,RELIANCE.NS,1338.5250244140625,1357.4749755859375,1335.0,1337.5,17214742
2024-10-23,TCS.NS,4007.244873046875,4053.8583129067224,3937.176504942076,3941.562123718608,1966476
2024-10-24,HDFCBANK.NS,1730.6114501953125,1749.4047043289343,1719.1870816225392,1719.1870816225392,15416129
2024-10-24,INFY.NS,1816.809814453125,1836.944071310787,1813.543509892815,1814.9085664464787,2906475
2024-10-24,RELIANCE.NS,1339.800048828125,1343.699951171875,1323.125,1335.2750244140625,22155934
2024-10-24,TCS.NS,3989.1611328125,4019.809939302293,3945.8982586335824,3945.8982586335824,2676744
2024-10-25,HDFCBANK.NS,1724.429443359375,1738.7221592633232,1709.889327055954,1735.9031953167685,13065239
2024-10-25,INFY.NS,1815.5423583984375,1829.4851215197311,1800.2832184781212,1816.9072959329033,4689120
2024-10-25,RELIANCE.NS,1327.8499755859375,1344.3499755859375,1322.0,1343.5,18597496
2024-10-25,TCS.NS,3998.671142578125,4032.62119222791,3974.1816434487196,3998.1783980531704,1759676
2024-10-28,HDFCBANK.NS,1715.3294677734375,1731.9467089372617,1710.0872115165546,1723.0446413299314,11006071
2024-10-28,INFY.NS,1818.7598876953125,1834.896572683092,1810.6184660544925,1813.2509816437453,7018940
2024-10-28,RELIANCE.NS,1334.3499755859375,1353.0,1322.0999755859375,1337.0,10824350
2024-10-28,TCS.NS,4031.488037109375,4074.0117940177324,3992.2162016366315,4009.9056822307925,1532534
2024-10-29,HDFCBANK.NS,1732.7874755859375,1744.8052912814335,1706.3285518094192,1707.3671746843718,17897463
2024-10-29,INFY.NS,1813.7799072265625,1825.9091734808057,1803.6227707551052,1820.3868971098545,4621252
2024-10-29,RELIANCE.NS,1340.0,1343.199951171875,1320.300048828125,1328.0999755859375,12008361
2024-10-29,TCS.NS,4016.1142578125,4043.9543235221386,4001.184194918886,4036.415428516039,1445885
2024-10-30,HDFCBANK.NS,1715.7252197265625,1735.6559850626077,1705.4383614167948,1723.044722028245,16357862
2024-10-30,INFY.NS,1777.0960693359375,1813.4841106394226,1771.4258498491638,1806.5812347424808,5919715
2024-10-30,RELIANCE.NS,1343.9000244140625,1350.0,1325.3499755859375,1335.0,11984423
2024-10-30,TCS.NS,4025.3779296875,4047.40370716728,4001.1350423451786,4015.8680561740116,1935002
2024-10-31,HDFCBANK.NS,1716.8131103515625,1719.9783623253056,1700.6905495733076,1709.1969454078367,11447956
2024-10-31,INFY.NS,1732.868408203125,1763.0931679230187,1722.2675629117984,1763.0931679230187,7395236
2024-10-31,RELIANCE.NS,1332.050048828125,1343.0,1326.1500244140625,1340.0,9331650
2024-10-31,TCS.NS,3910.864013671875,4019.120083197284,3902.536679230978,4010.940475876283,3740372
2024-11-01,HDFCBANK.NS,1718.3958740234375,1725.121808378973,1707.3176727299317,1714.1426155438019,879846
2024-11-01,INFY.NS,1736.4183349609375,1741.4969032331146,1727.7405064233335,1740.017715602962,371966
2024-11-01,RELIANCE.NS,1338.6500244140625,1341.949951171875,1333.0,1333.050048828125,2127335
2024-11-01,TCS.NS,3926.385498046875,3940.921461805209,3918.3538583788945,3931.9536556418684,154895
2024-11-04,HDFCBANK.NS,1695.4482421875,1726.0120324112672,1692.2831108260189,1726.0120324112672,14044624
2024-11-04,INFY.NS,1739.1795654296875,1742.4830604559677,1694.1629303131592,1700.5727434953685,7336722
2024-11-04,RELIANCE.NS,1302.1500244140625,1340.0,1285.0999755859375,1337.8499755859375,19796890
2024-11-04,TCS.NS,3906.62646484375,3933.9737869859623,3856.4651665950405,3908.7454107378453,2269192
2024-11-05,HDFCBANK.NS,1738.72216796875,1743.5193691989437,1679.4245541115502,1684.4690350004344,22116203
2024-11-05,INFY.NS,1729.860595703125,1743.9128783247852,1720.7882929682014,1735.5801694120541,3160880
2024-11-05,RELIANCE.NS,1305.300048828125,1309.550048828125,1286.1500244140625,1293.0,16267479
2024-11-05,TCS.NS,3913.72216796875,3928.159486802753,3883.911123193089,3883.911123193089,967590
2024-11-06,HDFCBANK.NS,1736.1505126953125,1752.2236907789468,1726.3582138990325,1752.2236907789468,13893955
2024-11-06,INFY.NS,1798.3963623046875,1801.8478002805573,1738.1934949801216,1739.5247398383508,10421494
2024-11-06,RELIANCE.NS,1325.3499755859375,1328.300048828125,1300.199951171875,1310.0,21625209
2024-11-06,TCS.NS,4079.57958984375,4089.5822073155864,3917.5652886357793,3945.5039990332534,3792017
2024-11-07,HDFCBANK.NS,1727.545166015625,1741.788377483704,1719.088153557187,1725.3196491309855,9447728
2024-11-07,INFY.NS,1778.032958984375,1800.3685968171349,1762.2056025400752,1787.7955014436675,4550965
2024-11-07,RELIANCE.NS,1305.6500244140625,1324.0,1302.5999755859375,1324.0,9611974
2024-11-07,TCS.NS,4090.66650390625,4144.769757867758,4025.7721926964314,4109.193987227991,3724349
2024-11-08,HDFCBANK.NS,1735.359130859375,1742.6292493782655,1726.8527347958932,1732.9358385144249,9951493
2024-11-08,INFY.NS,1804.5595703125,1815.0618266546207,1787.9927409344914,1792.775423572222,4210960
2024-11-08,RELIANCE.NS,1283.75,1301.6500244140625,1275.0,1297.6500244140625,19814406
2024-11-08,TCS.NS,4086.823486328125,4109.2433643879185,4057.899283668953,4094.707399492009,1648039
2024-11-11,HDFCBANK.NS,1747.080322265625,1763.4007800137342,1732.1445340358582,1735.4581781116683,12282681
2024-11-11,INFY.NS,1834.291259765625,1842.081672068644,1797.2623347827093,1803.6227934762044,3804234
2024-11-11,RELIANCE.NS,1272.699951171875,1286.0,1267.0,1278.949951171875,9056552
2024-11-11,TCS.NS,4137.77294921875,4172.855973445886,4057.898775266831,4068.295973166591,1406487
2024-11-12,HDFCBANK.NS,1699.5035400390625,1755.685525140361,1690.057529799715,1752.7181693232224,15697703
